priority,accession_number,title,record_type,historical_theme,collection_name,people,object_date,donor,neighborhood,rights_status,observation_reasons,notes
low,SRM-2026-619,"Portrait of a seated woman sewing or quilting, undated",Photograph,Family And Local Life,Dr. S. D. Redmond Collection,unidentified woman,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/31.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-620,"Nettie B. Jenkins nursing nameplates and certificate fragment, undated",Artifact,Black Health and Medicine,Dr. S. D. Redmond Collection,Nettie B. Jenkins,undated,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/32.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-621,"Rebuild/Renew newsletter of the Mid-Town Neighborhood Development Group, January-March 1982",Archive,Civic Leadership,Dr. S. D. Redmond Collection,Mid-Town Neighborhood Development Group,1982-01/1982-03,,Mid-Town Jackson,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/33.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-622,"Mississippi Minority News Digest, October 1983",Archive,Civic Leadership,Dr. S. D. Redmond Collection,Mississippi Research & Development Center,1983-10,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/34.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-623,"Rebuild/Renew article page on the Mid-Town Energy Co-Op, 1982",Archive,Civic Leadership,Dr. S. D. Redmond Collection,Mid-Town Neighborhood Development Group; Vic Gray-Lewis,1982,,Mid-Town Jackson,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/35.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-624,"East/West: Contemporary American Art program, September 21-23, 1984",Archive,Arts And Culture,Dr. S. D. Redmond Collection,California Afro-American Museum; Sharon Patton,1984-09-21/1984-09-23,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/36.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-625,"Mississippi Minority News Digest, June 1983",Archive,Civic Leadership,Dr. S. D. Redmond Collection,Mississippi Research & Development Center,1983-06,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/37.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-626,"Women’s Coalition for Responsible Government Black History Month luncheon program, February 2, 1984",Archive,Civic Leadership,Dr. S. D. Redmond Collection,Women’s Coalition for Responsible Government; Margaret Walker Alexander; Fannie Lou Hamer,1984-02-02,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/38.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-627,"PACK advertising magazine with Black Arts Music Society event notice, February 21, 1980",Archive,Arts And Culture,Dr. S. D. Redmond Collection,Black Arts Music Society; John Horhn; Amin Rashied,1980-02-21,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/39.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-628,"Lease agreement for 207 West Amite Street dance hall, September 15, 1972",Archive,Arts And Culture,Dr. S. D. Redmond Collection,M. A. Lewis Jr.; Benny G. Smith; Andrew W. Orkin; Adolph J. Orkin Jr.,1972-09-15,,Downtown Jackson,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/40.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-631,"Portrait of Dr. S. D. Redmond, undated",Photograph,Black Health and Medicine,Dr. S. D. Redmond Collection,Dr. S. D. Redmond,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/43.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-633,"Portrait of Barbara Beadle, undated",Photograph,Portraiture and Community Memory,Dr. S. D. Redmond Collection,Barbara Beadle,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/45.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-634,"Portrait of an elderly man seated on a porch, undated",Photograph,Portraiture and Community Memory,Dr. S. D. Redmond Collection,unidentified man,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/46.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-635,"Portrait of Edward Henry, undated",Photograph,Portraiture and Community Memory,Dr. S. D. Redmond Collection,Edward Henry,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/47.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-636,"LHS class composite, Class of 1929",Photograph,African American Education,Dr. S. D. Redmond Collection,LHS Class of 1929,1929,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/48.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-637,"Jackson College teacher-training sophomores group photograph under Dr. B. B. Dansby, undated",Photograph,African American Education,Dr. S. D. Redmond Collection,Jackson College sophomores; B. B. Dansby,undated,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/49.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-638,"Manual for Midwives page titled “Traveling to the Midwife Meeting,” undated",Archive,Midwives and Motherhood,Dr. S. D. Redmond Collection,midwives; public health nurses,undated,,Mississippi,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/50.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-639,"Physician’s birth certificate data for Carlyn Evelyn Baker, March 24, 1943",Archive,Midwives and Motherhood,Dr. S. D. Redmond Collection,Carlyn Evelyn Baker; Barbara Willis; Milton Baker,1943-03-24,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/51.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-641,"Perkins family portrait, 1960",Photograph,Family And Local Life,John and Vera Mae Perkins Collection,John M. Perkins; Vera Mae Perkins; Perkins family,1960,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/January 1971/1.png on 2026-08-01. Metadata drawn from visual review of the image and contextual research on John M. Perkins and Vera Mae Perkins on August 1, 2026."
low,SRM-2026-642,"Flooded Voice of Calvary church building, undated",Photograph,Faith And Community Life,John and Vera Mae Perkins Collection,Voice of Calvary Ministries,undated,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/January 1971/2.png on 2026-08-01. Metadata drawn from visual review of the image and contextual research on John M. Perkins and Vera Mae Perkins on August 1, 2026."
low,SRM-2026-644,"Portrait of John M. Perkins outdoors, undated",Photograph,Portraiture and Community Memory,John and Vera Mae Perkins Collection,John M. Perkins,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/January 1971/4.png on 2026-08-01. Metadata drawn from visual review of the image and contextual research on John M. Perkins and Vera Mae Perkins on August 1, 2026."
low,SRM-2026-645,"Perkins family outdoor gathering, undated",Photograph,Family And Local Life,John and Vera Mae Perkins Collection,Perkins family members,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/January 1971/5.png on 2026-08-01. Metadata drawn from visual review of the image and contextual research on John M. Perkins and Vera Mae Perkins on August 1, 2026."
low,SRM-2026-646,"John and Vera Mae Perkins with companions indoors, undated",Photograph,Family And Local Life,John and Vera Mae Perkins Collection,John M. Perkins; Vera Mae Perkins; companions,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/January 1971/6.png on 2026-08-01. Metadata drawn from visual review of the image and contextual research on John M. Perkins and Vera Mae Perkins on August 1, 2026."
low,SRM-2026-647,"Older couple seated outdoors, undated",Photograph,Family And Local Life,John and Vera Mae Perkins Collection,unidentified adults,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/January 1971/7.png on 2026-08-01. Metadata drawn from visual review of the image and contextual research on John M. Perkins and Vera Mae Perkins on August 1, 2026."
low,SRM-2026-648,"Men seated on bundled goods, undated",Photograph,Community and Professional Life,John and Vera Mae Perkins Collection,unidentified men,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/January 1971/8.png on 2026-08-01. Metadata drawn from visual review of the image and contextual research on John M. Perkins and Vera Mae Perkins on August 1, 2026."
